artist_name,track_name,date,stream_count,track_url,track_position,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
ava max,sweet but psycho,1/7/2019,3128072,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,6,25sgk305KZfyuqVBQIahim,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,4
pedro capó,calma - remix,1/7/2019,2813954,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,7,5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4
bad bunny,mia (feat. drake),1/7/2019,2708809,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,8,116H0KvKr2Zl4RPuVBruDO,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4
marshmello,happier,1/7/2019,2645069,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,9,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4
travis scott,sicko mode,1/7/2019,2639185,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,10,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,4
panic! at the disco,high hopes,1/7/2019,2601786,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,11,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4
lady gaga,shallow,1/7/2019,2528868,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,12,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215733,4
meek mill,going bad (feat. drake),1/7/2019,2459648,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,13,2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522,4
kodak black,zeze (feat. travis scott & offset),1/7/2019,2388254,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,14,0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,228760,4
paulo londra,adan y eva,1/7/2019,2335194,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,15,6FyRXC8tJUh863JCkyWqtk,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4
benny blanco,eastside (with halsey & khalid),1/7/2019,2044923,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,16,7FGq80cy8juXBCD2nrqdWU,0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,170770,4
lil baby,drip too hard (lil baby & gunna),1/7/2019,1980379,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,17,78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,145543,4
ellie goulding,close to me (with diplo) (feat. swae lee),1/7/2019,1909977,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,18,5JEx7HbmvHQQswJCsoo9rA,0.574,0.758,1,-5.029,0,0.0621,0.0969,0,0.395,0.492,144.111,182623,4
xxxtentacion,arms around you (feat. maluma & swae lee),1/7/2019,1894438,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,19,2LskIZrCeLxRvCiGP8gxlh,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06E-06,0.126,0.288,104.969,198903,4
billie eilish,when the party's over,1/7/2019,1889369,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,20,14JzyD6FlBD5z0wV5P07YI,0.498,0.104,1,-14.08,0,0.0621,0.979,7.86E-05,0.0895,0.205,124.001,199931,3
sheck wes,mo bamba,1/7/2019,1862229,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,21,1xzBco0xcoJEDXktl7Jxrr,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4
mark ronson,nothing breaks like a heart (feat. miley cyrus),1/7/2019,1834510,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,22,27rdGxbavYJeBphck5MZAF,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36E-06,0.388,0.244,114.066,217467,4
post malone,better now,1/7/2019,1799182,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,23,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267,4
khalid,better,1/7/2019,1778417,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,24,6zeeWid2sgw4lap2jV61PZ,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4
ariana grande,imagine,1/7/2019,1755019,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,25,0todbbT9g5uQGbeFCiBf2F,0.714,0.474,8,-4.993,1,0.039,0.374,0,0.106,0.376,62.484,212293,3
maroon 5,girls like you (feat. cardi b),1/7/2019,1754078,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,26,7fa9MBXhVfQ8P8Df9OEbD8,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4
dean lewis,be alright,1/7/2019,1700016,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,27,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,196373,4
xxxtentacion,sad!,1/7/2019,1681136,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,28,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
queen,bohemian rhapsody - 2011 mix,1/7/2019,1635647,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,29,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0,-9.961,0,0.0536,0.288,0,0.243,0.228,143.883,354320,4
khalid,saturday nights,1/7/2019,1623783,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,30,5kfNriitmkNE8mUbZ7gbq8,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02E-05,0.11,0.341,167.923,210667,4
juice wrld,lucid dreams,1/7/2019,1559306,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,31,285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4
dynoro,in my mind,1/7/2019,1551408,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,32,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,6,-5.335,1,0.149,0.176,1.10E-05,0.118,0.163,125.905,184560,4
a boogie wit da hoodie,look back at it,1/7/2019,1523416,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,33,3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,179449,4
flipp dinero,leave me alone,1/7/2019,1505257,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,34,14mHfNsSHN0FbLftyjrV9g,0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,195637,4
anuel aa,ella quiere beber - remix,1/7/2019,1495790,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,35,2cYnZNzFRFK0H7vSNxPsUq,0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4
post malone,rockstar (feat. 21 savage),1/7/2019,1454370,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,36,0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01E-05,0.131,0.129,159.801,218147,4
bad bunny,solo de mi,1/7/2019,1431422,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,37,4uP3pUP18ennmz0tb3GphR,0.743,0.73,10,-4.314,0,0.125,0.287,8.10E-05,0.0778,0.15,179.972,197968,4
xxxtentacion,moonlight,1/7/2019,1416153,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,38,0JP9xo3adEtGSdUEISiszL,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
imagine dragons,bad liar,1/7/2019,1403036,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,39,2RSHsoi04658QL5xgQVov3,0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,260773,4
calvin harris,promises (with sam smith),1/7/2019,1402140,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,40,5N5k9nd479b1xpDZ4usjrg,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91E-06,0.325,0.486,123.07,213309,4
gucci mane,wake up in the sky,1/7/2019,1390450,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,41,2G1tXoGBaEMJ7FKGnkf6ud,0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.367,0.367,143.01,203161,4
cardi b,i like it,1/7/2019,1376473,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,42,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4
zara larsson,ruin my life,1/7/2019,1371338,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,43,5tAa8Uaqr4VvA3693mbIhU,0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,190932,4
xxxtentacion,whoa (mind in awe),1/7/2019,1364059,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,44,7pdF27mSDuPWhppnHAmWHa,0.735,0.525,6,-2.939,0,0.0441,0.653,0.918,0.101,0.369,160.147,157777,4
billie eilish,lovely,1/7/2019,1354415,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,45,1NJcg626wLln4pGHpiV7mf,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,200186,4
5 seconds of summer,youngblood,1/7/2019,1354208,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,46,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4
daddy yankee,adictiva,1/7/2019,1329584,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,47,6MJUCumnQsQEKbCy28tbCP,0.788,0.771,4,-3.206,0,0.0563,0.291,5.62E-05,0.172,0.701,99.038,207853,4
tyga,taste (feat. offset),1/7/2019,1321586,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,48,5IaHrVsrferBYDm0bDyABy,0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,232959,4
21 savage,a lot,1/7/2019,1302425,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,49,2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4
drake,god's plan,1/7/2019,1284751,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,50,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29E-05,0.552,0.357,77.169,198973,4
post malone,sunflower - spider-man: into the spider-verse,1/6/2019,3960017,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,1,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4
ariana grande,"thank u, next",1/6/2019,3872308,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,2,2rPE9A1vEgShuZxxzR2tZH,0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4
post malone,wow.,1/6/2019,3542986,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,3,6MWtB6iiXyIwun0YzU6DFP,0.833,0.539,11,-7.399,0,0.178,0.163,2.10E-06,0.101,0.385,99.947,149520,4
dj snake,"taki taki (with selena gomez, ozuna & cardi b)",1/6/2019,3044013,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,4,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,8,-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,212500,4
halsey,without me,1/6/2019,3022286,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,5,5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661,4
ava max,sweet but psycho,1/6/2019,2689138,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,6,25sgk305KZfyuqVBQIahim,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,4
pedro capó,calma - remix,1/6/2019,2589293,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,7,5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4
bad bunny,mia (feat. drake),1/6/2019,2527962,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,8,116H0KvKr2Zl4RPuVBruDO,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4
marshmello,happier,1/6/2019,2423785,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,9,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4
travis scott,sicko mode,1/6/2019,2380458,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,10,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,4
panic! at the disco,high hopes,1/6/2019,2307094,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,11,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4
paulo londra,adan y eva,1/6/2019,2182963,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,12,6FyRXC8tJUh863JCkyWqtk,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4
kodak black,zeze (feat. travis scott & offset),1/6/2019,2148989,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,13,0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,228760,4
meek mill,going bad (feat. drake),1/6/2019,2087651,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,14,2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522,4
lady gaga,shallow,1/6/2019,1908337,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,15,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215733,4
benny blanco,eastside (with halsey & khalid),1/6/2019,1803185,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,16,7FGq80cy8juXBCD2nrqdWU,0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,170770,4
lil baby,drip too hard (lil baby & gunna),1/6/2019,1754128,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,17,78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,145543,4
sheck wes,mo bamba,1/6/2019,1737248,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,18,1xzBco0xcoJEDXktl7Jxrr,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4
billie eilish,when the party's over,1/6/2019,1683098,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,19,14JzyD6FlBD5z0wV5P07YI,0.498,0.104,1,-14.08,0,0.0621,0.979,7.86E-05,0.0895,0.205,124.001,199931,3
ellie goulding,close to me (with diplo) (feat. swae lee),1/6/2019,1678330,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,20,5JEx7HbmvHQQswJCsoo9rA,0.574,0.758,1,-5.029,0,0.0621,0.0969,0,0.395,0.492,144.111,182623,4
xxxtentacion,arms around you (feat. maluma & swae lee),1/6/2019,1665984,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,21,2LskIZrCeLxRvCiGP8gxlh,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06E-06,0.126,0.288,104.969,198903,4
ariana grande,imagine,1/6/2019,1636155,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,22,0todbbT9g5uQGbeFCiBf2F,0.714,0.474,8,-4.993,1,0.039,0.374,0,0.106,0.376,62.484,212293,3
post malone,better now,1/6/2019,1604716,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,23,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267,4
xxxtentacion,sad!,1/6/2019,1603635,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,24,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
mark ronson,nothing breaks like a heart (feat. miley cyrus),1/6/2019,1592204,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,25,27rdGxbavYJeBphck5MZAF,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36E-06,0.388,0.244,114.066,217467,4
maroon 5,girls like you (feat. cardi b),1/6/2019,1586502,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,26,7fa9MBXhVfQ8P8Df9OEbD8,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4
khalid,better,1/6/2019,1585187,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,27,6zeeWid2sgw4lap2jV61PZ,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4
juice wrld,lucid dreams,1/6/2019,1539708,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,28,285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4
dean lewis,be alright,1/6/2019,1511690,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,29,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,196373,4
queen,bohemian rhapsody - 2011 mix,1/6/2019,1487749,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,30,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0,-9.961,0,0.0536,0.288,0,0.243,0.228,143.883,354320,4
dynoro,in my mind,1/6/2019,1404294,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,31,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,6,-5.335,1,0.149,0.176,1.10E-05,0.118,0.163,125.905,184560,4
anuel aa,ella quiere beber - remix,1/6/2019,1388876,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,32,2cYnZNzFRFK0H7vSNxPsUq,0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4
khalid,saturday nights,1/6/2019,1386887,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,33,5kfNriitmkNE8mUbZ7gbq8,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02E-05,0.11,0.341,167.923,210667,4
xxxtentacion,moonlight,1/6/2019,1355300,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,34,0JP9xo3adEtGSdUEISiszL,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
post malone,rockstar (feat. 21 savage),1/6/2019,1350115,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,35,0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01E-05,0.131,0.129,159.801,218147,4
flipp dinero,leave me alone,1/6/2019,1334340,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,36,14mHfNsSHN0FbLftyjrV9g,0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,195637,4
cardi b,i like it,1/6/2019,1286252,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,37,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4
gucci mane,wake up in the sky,1/6/2019,1280383,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,38,2G1tXoGBaEMJ7FKGnkf6ud,0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.367,0.367,143.01,203161,4
bad bunny,solo de mi,1/6/2019,1272809,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,39,4uP3pUP18ennmz0tb3GphR,0.743,0.73,10,-4.314,0,0.125,0.287,8.10E-05,0.0778,0.15,179.972,197968,4
a boogie wit da hoodie,look back at it,1/6/2019,1245234,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,40,3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,179449,4
daddy yankee,adictiva,1/6/2019,1237898,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,41,6MJUCumnQsQEKbCy28tbCP,0.788,0.771,4,-3.206,0,0.0563,0.291,5.62E-05,0.172,0.701,99.038,207853,4
imagine dragons,bad liar,1/6/2019,1227878,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,42,2RSHsoi04658QL5xgQVov3,0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,260773,4
calvin harris,promises (with sam smith),1/6/2019,1226072,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,43,5N5k9nd479b1xpDZ4usjrg,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91E-06,0.325,0.486,123.07,213309,4
drake,god's plan,1/6/2019,1209042,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,44,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29E-05,0.552,0.357,77.169,198973,4
5 seconds of summer,youngblood,1/6/2019,1207956,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,45,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4
xxxtentacion,whoa (mind in awe),1/6/2019,1205486,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,46,7pdF27mSDuPWhppnHAmWHa,0.735,0.525,6,-2.939,0,0.0441,0.653,0.918,0.101,0.369,160.147,157777,4
ozuna,vaina loca,1/6/2019,1202621,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,47,48zFZh27QU5qsrBjn4C2FA,0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.982,176133,4
billie eilish,lovely,1/6/2019,1197489,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,48,1NJcg626wLln4pGHpiV7mf,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,200186,4
tyga,taste (feat. offset),1/6/2019,1189969,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,49,5IaHrVsrferBYDm0bDyABy,0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,232959,4
zara larsson,ruin my life,1/6/2019,1182521,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,50,5tAa8Uaqr4VvA3693mbIhU,0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,190932,4
post malone,sunflower - spider-man: into the spider-verse,1/5/2019,4221599,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,1,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4
ariana grande,"thank u, next",1/5/2019,4194463,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,2,2rPE9A1vEgShuZxxzR2tZH,0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4
post malone,wow.,1/5/2019,3907312,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,3,6MWtB6iiXyIwun0YzU6DFP,0.833,0.539,11,-7.399,0,0.178,0.163,2.10E-06,0.101,0.385,99.947,149520,4
dj snake,"taki taki (with selena gomez, ozuna & cardi b)",1/5/2019,3441220,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,4,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,8,-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,212500,4
halsey,without me,1/5/2019,3260378,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,5,5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661,4
ava max,sweet but psycho,1/5/2019,2966901,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,6,25sgk305KZfyuqVBQIahim,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,4
bad bunny,mia (feat. drake),1/5/2019,2875423,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,7,116H0KvKr2Zl4RPuVBruDO,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4
pedro capó,calma - remix,1/5/2019,2871984,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,8,5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4
marshmello,happier,1/5/2019,2635307,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,9,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4
travis scott,sicko mode,1/5/2019,2632718,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,10,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,4
panic! at the disco,high hopes,1/5/2019,2530894,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,11,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4
paulo londra,adan y eva,1/5/2019,2465543,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,12,6FyRXC8tJUh863JCkyWqtk,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4
kodak black,zeze (feat. travis scott & offset),1/5/2019,2397125,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,13,0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,228760,4
